Mod,Version,Section,Option
Strongbox Replacer [2K],1.1.0.0,5.16.5 MISC MODELS,Always Install
JS Common Cages [2K],f1.03,5.16.5 MISC MODELS,Always Install
Security Overhaul SKSE - Lock Variations [2K],3.2.0,5.16.5 MISC MODELS,Always Install
Security Overhaul SKSE - Add-ons [2K],0.1.6,5.16.5 MISC MODELS,Always Install
Security Overhaul SKSE - Some More Locks,1.0.2.0,5.16.5 MISC MODELS,Always Install
Security Overhaul SKSE - Regional Locks [2K],1.0.1,5.16.5 MISC MODELS,Always Install
Security Overhaul SKSE - Project AHO Locks,1.1.0,5.16.5 MISC MODELS,Always Install
Floating Ash Pile Fix,0.2,5.16.5 MISC MODELS,Always Install
Daedra Heart,1.1,5.16.5 MISC MODELS,Always Install
Sprites or Specters - ENB Light,0.3,5.16.5 MISC MODELS,Always Install
Dwemer Fairies,1.1,5.16.5 MISC MODELS,Always Install
Dwemer Fairies- LL Dragons,1.1,5.16.5 MISC MODELS,Always Install
Dwemer Fairies - ENB Particles,2.1,5.16.5 MISC MODELS,Always Install
Icy Wraith Teeth,v1.0,5.16.5 MISC MODELS,Always Install
FYX - 3D Stockades,1.0.4,5.16.5 MISC MODELS,Always Install
FYX - 3D Stockades - Walls and Gate,1.0.3,5.16.5 MISC MODELS,Always Install
FYX - 3D Shack Kit Walls - Collision,1.0.2.2,5.16.5 MISC MODELS,Always Install
Particle Lights for ENB - Falmer Things,1,5.16.5 MISC MODELS,Always Install
Beautiful Sigils of Shalidor [2K],1.1,5.16.5 MISC MODELS,Always Install
FYX - 3D Dock Ramp,1.0.2,5.16.5 MISC MODELS,Always Install
FYX - 3D Shack Kit Roofs,1.0.2,5.16.5 MISC MODELS,Always Install
FYX - 3D Coal in the Shovel,1.0.1,5.16.5 MISC MODELS,Always Install
FYX - RowBoat,1.0.2,5.16.5 MISC MODELS,Always Install
Better Chests,1.1.4,5.16.5 MISC MODELS,Always Install
Detailed Carriages,2.09c,5.16.5 MISC MODELS,Ultra
Detailed Carriages (Redux),2.09c,5.16.5 MISC MODELS,Redux
Nolvus Ascension Model Patch,5.2,5.16.5 MISC MODELS,Always Install
Smoking Torches and Candles,1.76,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Burned Corspe,0,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Deadly Spell Impacts,1.7,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Deadly Spells Impacts Transparency Fix,3.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Parallax Spell Impacts,2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Electrify,4,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Dust Effects,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Frozen in Time,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Rudy HQ - More Lights for ENB - Deathbells and Nirnroots,1.0b,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Rudy HQ - More Lights for ENB - Glowing Mushrooms,1.0a,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Rudy HQ - More Lights for ENB - Decal Fix,0.4,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Fluffy Moths,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Dwemer Lanterns,1.02,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Bugs in a Jar,1.1a,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Undead Creatures,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Staff Enchanter,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Nordic Ruins Candles,1.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Effect Shaders,2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Dragon Fly,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Light Orbs - Motes,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Wisps - Witchlight,1.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Lava,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Moon Crests,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Dwarven Spiders,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Falmer Drips,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Fire Traps,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Spectral Warhound Eyes,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Riekling Outposts,1.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Ayleid Ruins,0.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Gemstones,1.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Alchemy and Enchanting Tables,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Hot Lava - Heat Distortion,1.0.2.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Hot Lava - Heat Distortion - ENB Light,1.0.2.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Improved Weapon Effect - Sparkles,1.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Improved Weapon Effect - Sparkles - Immersive Sounds Patch,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Vibrant weapons,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Arctic - Frost Effects Redux,2.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light,2.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light - Patch,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light - Followers,0.9,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light - Settings Loader,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light - Nolvus Settings,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Simple Wearable Lanterns,v1.7,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Light,0.98Alpha2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Weapon Animation - Dawnbreaker,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Quick Light - Alternate Meshes,2.0.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Light - Dark Elf Lantern,0.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Dovahnique's Diverse Dark Elf Lanterns,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Light - Apocrypha,0.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Light - Elytra and Bliss Bug,0.4,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Light - Misc Effects,1.2.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Embers XD,2.8.6,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Animated Forge Water,0.5,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
HD Better Dust Piles [2K],1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Improved Dust Particles,1.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux Via,1.7,5.17 LIGHTING EFFECTS & PARTICLES,Ultra
Lux - Via (Redux),1.7,5.17 LIGHTING EFFECTS & PARTICLES,Redux
Lux Via - Strongholds - Largashbur Patch,1.6.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux Orbis,3.1.1,5.17 LIGHTING EFFECTS & PARTICLES,Ultra
Lux Orbis (Redux),3.1.1,5.17 LIGHTING EFFECTS & PARTICLES,Redux
Lux Orbis - FYX - 3D Whiterun Drawbridge Patch,1.0.2.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux Orbis - Strongholds - Narzulbur Patch,2.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux Orbis - Strongholds - Largashbur Patch,1.6.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux,6.3,5.17 LIGHTING EFFECTS & PARTICLES,Ultra
Lux (Redux),6.3,5.17 LIGHTING EFFECTS & PARTICLES,Redux
Lux Variants,1.3,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Lux Interiora Distincta - JK's Silver-Blood Inn Variante,1.2,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Simple Block Sparks,v0.31,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Seriously Improved Sparks,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Summerset Shadows Banner Fix,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Enhanced Volumetric Lighting and Shadows,1.3.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
ENB Particle Lights - Rudy Candle And Smoking Torch Patch,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Flesh FX,1.1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Dynamic Impact - Slash Effects X,0.201a,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Dripping Mist Reduction,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Spider WIP,0.13,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Peltapalooza - Complex Parallax Occlusion,1,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
Nolvus Ascension Lighting Patch,5.13,5.17 LIGHTING EFFECTS & PARTICLES,Always Install
XP32 Maximum Skeleton Special Extended,4.81,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
XP32 Maximum Skeleton Special Extended - Fixed Scripts,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
XP32 Maximum Skeleton Special Extended - Nemesis Fix,4.8.4,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
XP32 Maximum Skeleton Special Extended - Undeath Skeleton Patch,1.1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Maximum Skeletons,1.3,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Nemesis Unlimited Behavior Engine,v0.84-beta,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Nemesis - Creatures Behaviour,1.32,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Faster HDT-SMP,1.50.9,6.1 CORE ANIMATIONS & FRAMEWORK,Advanced Physics
Faster HDT-SMP - KS Hairdos,1.4.3,6.1 CORE ANIMATIONS & FRAMEWORK,Advanced Physics
Faster HDT-SMP - Perfomance Config,1,6.1 CORE ANIMATIONS & FRAMEWORK,Advanced Physics
CBPC Equipment Physics,1.3.0,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Dynamic Animation Replacer,1.1.0,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Animation Motion Revolution,1.5.3,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Payload Interpreter,1.1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stances - Dynamic Animation Sets,1.4,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stances - Dynamic Animation Sets - Settings Loader,1.0.1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stances - Dynamic Animation Sets - Nolvus Settings,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stances - Based Animations for1st Person Combat,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stances - Animal Themed Combat Icons,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement,2.2.3,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - Boss Ini Tweaks,1.4,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - LotD Boss Init Tweaks,1.1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - Vigilant,1.2,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - Wheels of Lull,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - Unslaad Boss Bars,V1.0,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
True Directional Movement - Nolvus Settings,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Stagger Direction Fix,v2.02b,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Disable Turn Animation,1,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
OnHit Animations Framework,v1.16,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Flinching,1.4,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
Animation Queue Fix,1.0.0.0,6.1 CORE ANIMATIONS & FRAMEWORK,Always Install
MCO Stance Framework,1.5,6.2.1 ATTACK ANIMATIONS,Always Install
Elden Rim Moveset collection,1,6.2.1 ATTACK ANIMATIONS,Always Install
Elden Rim Katana,1,6.2.1 ATTACK ANIMATIONS,Always Install
AC Valhalla Inspired Animations,1.1.1,6.2.1 ATTACK ANIMATIONS,Always Install
Aggressive Katana Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Fancy Sword Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Akatosh Darkness Great Sword,1.4.4,6.2.1 ATTACK ANIMATIONS,Always Install
Scythe Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Edgemaster Animations,1.0.123,6.2.1 ATTACK ANIMATIONS,Always Install
Reversed Dual Daggers Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Eskyrim - Combat Animations,1.2,6.2.1 ATTACK ANIMATIONS,Always Install
Kamisato Ayaka,1,6.2.1 ATTACK ANIMATIONS,Always Install
Onikiri and Ubadachi,1,6.2.1 ATTACK ANIMATIONS,Always Install
Akatosh Prometheus,1.2,6.2.1 ATTACK ANIMATIONS,Always Install
Spears Movesets,1,6.2.1 ATTACK ANIMATIONS,Always Install
Spear Soldier Animations,1,6.2.1 ATTACK ANIMATIONS,Always Install
Elden Rim Rapier Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Rapier Moveset for MCO,1,6.2.1 ATTACK ANIMATIONS,Always Install
Souls 3 Mace Animations,1.2,6.2.1 ATTACK ANIMATIONS,Always Install
Unarmed Moveset for MCO,1,6.2.1 ATTACK ANIMATIONS,Always Install
Skyrim Martial Arts,1,6.2.1 ATTACK ANIMATIONS,Always Install
MCO Desert Race Animations,1,6.2.1 ATTACK ANIMATIONS,Always Install
Leviathan Axe ADXP MCO,1,6.2.1 ATTACK ANIMATIONS,Always Install
Nordic Warhammer Animation,1.0.0,6.2.1 ATTACK ANIMATIONS,Always Install
ER Mixed Scythe,1,6.2.1 ATTACK ANIMATIONS,Always Install
Nioh Spear Animation,1,6.2.1 ATTACK ANIMATIONS,Always Install
ER Twinblades,1,6.2.1 ATTACK ANIMATIONS,Always Install
Tower of Fantasy XIAZUO Animation,0.95,6.2.1 ATTACK ANIMATIONS,Fantasy Mode
Mofu EldenRing Attack Animations,1,6.2.1 ATTACK ANIMATIONS,Fantasy Mode
Dragon Age Staff Moveset,1,6.2.1 ATTACK ANIMATIONS,Always Install
Eivor - Sprint Attacks,1.1,6.2.1 ATTACK ANIMATIONS,Always Install
Eivor - Sprint Attacks - Faster Spears,1.1,6.2.1 ATTACK ANIMATIONS,Always Install
CFPAO,1.0.2,6.2.1 ATTACK ANIMATIONS,Always Install
Dynamic Bow Animation,1.1,6.2.1 ATTACK ANIMATIONS,Always Install
Dynamic Animation Casting,1.5.1,6.2.1 ATTACK ANIMATIONS,Always Install
Smooth Moveset,2.4,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Moveset - Custom Conditions,1.3,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Random Sprint Animation,3.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Random Sprint Animation - Custom Conditions,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Random Sprint Animation - Fast Sprinting 15,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Random Jump Animation Rework,1.4,6.2.2 MOVEMENT ANIMATIONS,Always Install
Parkour in Skyrim - Sprint Jump,1.3,6.2.2 MOVEMENT ANIMATIONS,Always Install
Parkour in Skyrim - Leap of Faith,1.21,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Weapon Jump Animation,1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Weapon Jump Animation - Custom Conditions,1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Sprint Sneak Movement Speed Fix,1.1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Walk And Run Framework,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Vanargand Animations - Female Idle Walk and Run,1.3.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Vanargand Animations - Male Idle Walk and Run,1.3.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
mcgFemaleWalk,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Random Blocking Animation,3.2,6.2.2 MOVEMENT ANIMATIONS,Always Install
Step Dodge Framework,1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Smooth Slip Dodge,2.2.0.0,6.2.2 MOVEMENT ANIMATIONS,Always Install
Witcher Side Dodge,2,6.2.2 MOVEMENT ANIMATIONS,Always Install
Nier 2B Dodge,1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Orakin's Left and Right Dodge,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Orakin's Forward and Back Dodge,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Elden Ring Step Dodge,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Simple TKDodge Side Step,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Non Combat Sneak Idle,1.2,6.2.2 MOVEMENT ANIMATIONS,Always Install
BadAss Get-Up Animation,1,6.2.2 MOVEMENT ANIMATIONS,Always Install
zxlice's ultimate potion animation,1.5.0,6.2.2 MOVEMENT ANIMATIONS,Always Install
Awesome Potions Simplified ENB Lights - ZUPA Patch,1.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Immersive Equipping Animations,2.01,6.2.2 MOVEMENT ANIMATIONS,Always Install
Animated Poisons,3.2.1,6.2.2 MOVEMENT ANIMATIONS,Always Install
Don't Sheathe Bound Weapons,1.3,6.2.2 MOVEMENT ANIMATIONS,Always Install
Sneak Behavior Extensions - True Prone System,1.0.0,6.2.2 MOVEMENT ANIMATIONS,Always Install
Magical Jumping,2.3,6.2.2 MOVEMENT ANIMATIONS,Fantasy Mode
Magical Jumping - Hotfix,2.3,6.2.2 MOVEMENT ANIMATIONS,Fantasy Mode
Magical Jumping - Smooth Jump Addon,1.1,6.2.2 MOVEMENT ANIMATIONS,Fantasy Mode
Elden Rim Moveset Collection - NPC,1,6.3 NPC's ANIMATIONS,Always Install
Diverse Equipment Idle,1,6.3 NPC's ANIMATIONS,Always Install
Diverse Equipment Idle - Custom Conditions,1,6.3 NPC's ANIMATIONS,Always Install
Conditional Armor Type Animations,1.1,6.3 NPC's ANIMATIONS,Always Install
Conditional Armor Type Animations - Custom Conditions,1,6.3 NPC's ANIMATIONS,Always Install
Vanargand Animations - Male Idle Walk Run - CATA Addon,1.3.1,6.3 NPC's ANIMATIONS,Always Install
Vanargand Animations - Female Idle Walk Run - CATA Addon,1.3.1,6.3 NPC's ANIMATIONS,Always Install
Vanargand Animations - Sprint - CATA Addon,1.3,6.3 NPC's ANIMATIONS,Always Install
Leviathan Animations - Male Idle Walk Run -CATA Addon,1.5,6.3 NPC's ANIMATIONS,Always Install
Leviathan Animations - Female Idle Walk Run - CATA Addon,1.5,6.3 NPC's ANIMATIONS,Always Install
Leviathan Animations - Sprint - CATA Addon,1,6.3 NPC's ANIMATIONS,Always Install
Goetia Animations - Male Idle Walk Run - CATA Addon,1.2,6.3 NPC's ANIMATIONS,Always Install
Goetia Animations - Female Idle Walk Run - CATA Addon,1.2,6.3 NPC's ANIMATIONS,Always Install
Goetia Animations - Sprint - CATA Addon,1,6.3 NPC's ANIMATIONS,Always Install
Unbearable Taunt Animation,1.1,6.3 NPC's ANIMATIONS,Always Install
Gesture Animation Remix,1.9.9,6.3 NPC's ANIMATIONS,Always Install
Conditional Tavern Cheering,1.0.3,6.3 NPC's ANIMATIONS,Always Install
Immersive Folded Hands,1.2.0,6.3 NPC's ANIMATIONS,Always Install
Lively Children Animations,1.0.0,6.3 NPC's ANIMATIONS,Always Install
Vanargand Animations - Archery,1,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Crossbows,1,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Sneak Archery,1.4,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Sneak Crossbows,1.0b,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Sneak Idle Walk and Run,1.1,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Sneak Strike Attacks,1.1,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Dual Wield Sneak Strikes,1,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Sneak Thrust Attacks,1.1b,6.4 COMMON ANIMATIONS,Always Install
Vanargand Animations - Dual Wield Sneak Thrusts,1,6.4 COMMON ANIMATIONS,Always Install
Goetia Animations - Magic Spell Casting,1.4,6.4 COMMON ANIMATIONS,Always Install
Goetia Animations - Sneak Magic,1.1,6.4 COMMON ANIMATIONS,Always Install
Goetia Animations - Conditional Shouts,1.2,6.4 COMMON ANIMATIONS,Always Install
Goetia Animations - Enchanted Staves,1.51,6.4 COMMON ANIMATIONS,Always Install
Stronger Swimming Animation,1,6.4 COMMON ANIMATIONS,Always Install
No Spinning Death Animation,1.311,6.4 COMMON ANIMATIONS,Always Install
Immersive Interactions - Animated Actions,1.67,6.4 COMMON ANIMATIONS,Always Install
Immersive Interactions - Animated Actions - Legacy Settings Loader,1.3.0,6.4 COMMON ANIMATIONS,Always Install
Immersive Interactions - Nolvus Settings,1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Sitting Idles,1,6.4 COMMON ANIMATIONS,Always Install
EVG Conditional Idles,1.42,6.4 COMMON ANIMATIONS,Always Install
EVG Conditional Idles - Settings Loader,2.0.0,6.4 COMMON ANIMATIONS,Always Install
EVG Conditional Idles - Nolvus Settings,1,6.4 COMMON ANIMATIONS,Always Install
Conditional Expressions,1.26,6.4 COMMON ANIMATIONS,Always Install
Sky Idles,4.4.3,6.4 COMMON ANIMATIONS,Always Install
Underdog Animations,1.9.1,6.4 COMMON ANIMATIONS,Always Install
Underdog Animations - Serana and Vampire Fix,1,6.4 COMMON ANIMATIONS,Always Install
Underdog Animations - Death Animation Guarenteed,FINAL,6.4 COMMON ANIMATIONS,Always Install
Underdog Animations - Death Animations Chance,1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Wall Leaning,1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Wall Leaning - Randomizer,1,6.4 COMMON ANIMATIONS,Always Install
Improved Table Transition Animations,1.2,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Hand Warming,1.3,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Ledge Sitting,1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Ledge Sitting - Randomizer,1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Rail Leaning,1.1,6.4 COMMON ANIMATIONS,Always Install
Dynamic Female Rail Leaning - Randomizer,1.1,6.4 COMMON ANIMATIONS,Always Install
Random Male Wall Leaning Animations,1.2,6.4 COMMON ANIMATIONS,Always Install
Ordinator,9.31.0,7.1 PERKS ABILITIES & POWER,Always Install
Ordinator Reworked - Combat Mod Compatibility,1.07,7.1 PERKS ABILITIES & POWER,Always Install
Ordinator - Scrambled Bugs compatibility,1.0.1,7.1 PERKS ABILITIES & POWER,Always Install
Ordinator - Beyond Skyrim Patch,1.0.0.0,7.1 PERKS ABILITIES & POWER,Always Install
Summermyst,3.07SSE,7.1 PERKS ABILITIES & POWER,Always Install
Summermyst - Weapons Armors Clothing and Cluther Fix Patch,1.4.1,7.1 PERKS ABILITIES & POWER,Always Install
Summermyst - Vibrant Weapons Addon,1,7.1 PERKS ABILITIES & POWER,Always Install
Andromeda Unique Standing Stone of Skyrim,1.1.2,7.1 PERKS ABILITIES & POWER,Always Install
Apocalypse - Magic of Skyrim,9.45.0,7.1 PERKS ABILITIES & POWER,Always Install
Apocalypse - Ordinator Patch,9.45.0,7.1 PERKS ABILITIES & POWER,Always Install
Apocalypse - Project AHO Spell Crafting Patch,2,7.1 PERKS ABILITIES & POWER,Always Install
Odin,1.9.1,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Patches,1.6,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Ordinator Compatibility Patch,9.30.1,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Misc Audio Tweaks,1.1,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Spells For NPCS,1.45,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Summons Redone,1.3,7.1 PERKS ABILITIES & POWER,Always Install
Odin - Textures Cleaned,1,7.1 PERKS ABILITIES & POWER,Always Install
Elemental Destruction Magic Redux,1.2.0,7.1 PERKS ABILITIES & POWER,Always Install
Triumvirate,1.8.0,7.1 PERKS ABILITIES & POWER,Always Install
Triumvirate - ISC Patch,1.2,7.1 PERKS ABILITIES & POWER,Always Install
Sonic Magic,1.3,7.1 PERKS ABILITIES & POWER,Always Install
Miracles of Skyrim,1.3,7.1 PERKS ABILITIES & POWER,Always Install
Astral Magic 2,2.43,7.1 PERKS ABILITIES & POWER,Always Install
Storm Calling Magic 2,1.52,7.1 PERKS ABILITIES & POWER,Always Install
Vulcano,1.0.7,7.1 PERKS ABILITIES & POWER,Always Install
Arclight,1.0.2,7.1 PERKS ABILITIES & POWER,Always Install
Constellation Magic,1.21,7.1 PERKS ABILITIES & POWER,Always Install
Desecration,1.0.5,7.1 PERKS ABILITIES & POWER,Always Install
Conduit - Short Term Weapon Infusions,2.7,7.1 PERKS ABILITIES & POWER,Always Install
Conduit - XPMSE Patch,1,7.1 PERKS ABILITIES & POWER,Always Install
Thunderchild,4.11SSE,7.1 PERKS ABILITIES & POWER,Always Install
Immersive Spell Learning,1.1,7.1 PERKS ABILITIES & POWER,Always Install
Strange Runes,3.7.3,7.1 PERKS ABILITIES & POWER,Always Install
Strange Runes - Settings Loader,1.0.0,7.1 PERKS ABILITIES & POWER,Always Install
GIST Soul Trap,1.3,7.1 PERKS ABILITIES & POWER,Always Install
GIST Soul Trap - MultiLayer Parallax Soul Gems Patch,1,7.1 PERKS ABILITIES & POWER,Always Install
GIST Soul Trap - Multilayer Parallax Soul Gems - ENB Lights Patch,1.1,7.1 PERKS ABILITIES & POWER,Always Install
Weapon buff,4.6,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Companions,1.1,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Legacy of The Dragonborn,0.6,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Pyromancy,1.0.1,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Vigilant,2.0.0,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Hand To Hand,1.1.1,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Unarmoured Defense,1.1.0,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Molag's Will,1.1.2,7.1 PERKS ABILITIES & POWER,Always Install
Custom Skills - Prelude to Purgatory - A Lich Skill Tree,2.3.0,7.1 PERKS ABILITIES & POWER,Always Install
